turn,mode,novelty,nodes_added_to_graph,edges_added_to_graph,total_nodes_in_graph,total_edges_in_graph,native_node_precision,native_node_recall,native_edge_precision,native_edge_recall,native_degree_weighted_node_coverage,evaluation_node_precision,evaluation_node_recall,evaluation_edge_pair_precision,evaluation_edge_pair_recall,evaluation_node_tsc_rank,evaluation_edge_tsc_rank,evaluation_node_autc_rank
11,explore,0.675,24.0,6.0,270.0,306.0,0.874074074074074,0.200339558573854,0.9771241830065359,0.09816152330925805,0.4708653175157014,0.8740740740740741,0.200339558573854,0.9771241830065359,0.09816152330925805,0.25094057074128745,0.10112692555747245,0.33562888805900365
12,exploit,0.75,26.0,1.0,296.0,307.0,0.847972972972973,0.2130730050933786,0.9771986970684039,0.09848982271831912,0.479413817166783,0.847972972972973,0.21307300509337862,0.9771986970684039,0.0984898227183191,0.26485435225040715,0.10148083530636592,0.34805300192808064
13,exploit,0.4,8.0,8.0,304.0,315.0,0.8519736842105263,0.21986417657045842,0.9777777777777777,0.10111621799080762,0.4846475924633636,0.8519736842105263,0.2198641765704584,0.9777777777777777,0.10111621799080761,0.27271071006425407,0.10430784013107607,0.3549280629584797
14,explore,0.14285714285714288,3.0,0.0,307.0,315.0,0.8534201954397395,0.22241086587436332,0.9777777777777777,0.10111621799080762,0.48778785764131194,0.8534201954397395,0.22241086587436332,0.9777777777777777,0.10111621799080761,0.276033072540962,0.10430784013107607,0.3588701992664491
15,exploit,0.6538461538461539,11.0,6.0,318.0,321.0,0.8584905660377359,0.23174872665534804,0.9781931464174456,0.103086014445174,0.4912770411723656,0.8584905660377359,0.23174872665534804,0.9781931464174455,0.103086014445174,0.2819853300588625,0.10633530499267584,0.3627069671945881
16,exploit,0.16363636363636364,3.0,6.0,321.0,327.0,0.8598130841121495,0.23429541595925296,0.9785932721712538,0.10505581089954039,0.4926727145847872,0.8598130841121495,0.23429541595925296,0.9785932721712538,0.10505581089954039,0.28471372581548127,0.10830248768488668,0.36497209155225263
17,explore,0.5769230769230769,10.0,26.0,331.0,353.0,0.8610271903323263,0.24193548387096775,0.9801699716713881,0.11359159553512804,0.5097697138869505,0.8610271903323263,0.24193548387096775,0.9801699716713881,0.11359159553512804,0.29638865271758186,0.11750444638229114,0.3816421429282222
18,exploit,0.30097087378640774,7.0,24.0,338.0,377.0,0.863905325443787,0.24787775891341257,0.9814323607427056,0.12147078135259357,0.5162247034193999,0.863905325443787,0.24787775891341257,0.9814323607427056,0.12147078135259357,0.30311706624876583,0.12556653793244024,0.3885435218097344
19,explore,0.4358974358974359,5.0,12.0,343.0,389.0,0.8658892128279884,0.25212224108658743,0.9820051413881749,0.12541037426132634,0.5195394277739009,0.8658892128279884,0.25212224108658743,0.9820051413881749,0.12541037426132634,0.30799766560710407,0.1297966674795853,0.3936200048265831
20,exploit,0.10714285714285716,3.0,0.0,346.0,389.0,0.8670520231213872,0.2546689303904924,0.9820051413881749,0.12541037426132634,0.521109560362875,0.8670520231213873,0.2546689303904924,0.9820051413881749,0.12541037426132634,0.3100713648792356,0.1297966674795853,0.3957595740505132
21,exploit,0.0,0.0,0.0,346.0,389.0,0.8670520231213872,0.2546689303904924,0.9820051413881749,0.12541037426132634,0.521109560362875,0.8670520231213873,0.2546689303904924,0.9820051413881749,0.12541037426132634,0.3100713648792356,0.1297966674795853,0.3957595740505132
22,exploit,0.4528301886792453,13.0,13.0,359.0,402.0,0.871866295264624,0.26570458404074704,0.9825870646766169,0.12967826657912015,0.5251221214235868,0.871866295264624,0.26570458404074704,0.9825870646766169,0.12967826657912015,0.31792476026555105,0.13381298609175843,0.4014971482188231
23,exploit,0.4857142857142857,8.0,12.0,367.0,414.0,0.8746594005449592,0.27249575551782684,0.9830917874396136,0.13361785948785293,0.5315771109560363,0.8746594005449592,0.27249575551782684,0.9830917874396136,0.13361785948785293,0.32660096989877285,0.1377397208218271,0.40937358676518376
24,exploit,0.17142857142857137,5.0,2.0,372.0,416.0,0.8763440860215055,0.2767402376910017,0.983173076923077,0.13427445830597504,0.5336706210746686,0.8763440860215054,0.2767402376910017,0.9831730769230769,0.13427445830597504,0.33121865381368004,0.1383610086992507,0.4133056699880314
25,exploit,0.4509803921568628,2.0,21.0,374.0,437.0,0.8770053475935827,0.27843803056027167,0.9839816933638444,0.14116874589625739,0.534542916957432,0.8770053475935828,0.27843803056027167,0.9839816933638444,0.14116874589625739,0.3331508971711769,0.1457284054771001,0.4148295008514381
26,exploit,0.6730769230769231,9.0,29.0,383.0,466.0,0.8798955613577023,0.2860780984719864,0.9849785407725322,0.15068942875902824,0.5505931612002791,0.8798955613577023,0.2860780984719864,0.9849785407725322,0.15068942875902824,0.3437193573902188,0.15576103720737525,0.42874631820399567
27,exploit,0.9111111111111111,22.0,23.0,405.0,489.0,0.8814814814814815,0.3030560271646859,0.9856850715746421,0.1582403151674327,0.5638520586182834,0.8814814814814815,0.3030560271646859,0.9856850715746421,0.1582403151674327,0.3622997028685174,0.16273728664308829,0.4454444969574335
28,exploit,0.2075471698113208,3.0,8.0,408.0,497.0,0.8823529411764706,0.30560271646859083,0.9859154929577465,0.16086671043992118,0.5643754361479414,0.8823529411764706,0.30560271646859083,0.9859154929577465,0.1608667104399212,0.3630506782477822,0.1652624227815926,0.4456992657354056
29,exploit,0.12903225806451613,3.0,1.0,411.0,498.0,0.8832116788321168,0.3081494057724958,0.9859437751004017,0.16119500984898227,0.5655966503838102,0.8832116788321168,0.3081494057724958,0.9859437751004017,0.16119500984898227,0.3647874013881924,0.16560626006674006,0.44704577721844907
30,explore,0.17142857142857149,2.0,5.0,413.0,503.0,0.8837772397094432,0.3098471986417657,0.9860834990059643,0.16283650689428758,0.5661200279134683,0.8837772397094431,0.3098471986417657,0.9860834990059643,0.16283650689428758,0.36567538904079444,0.16728332528044876,0.44768883424831124
31,exploit,0.5714285714285714,11.0,41.0,424.0,544.0,0.8867924528301887,0.31918505942275044,0.9871323529411765,0.17629678266579119,0.5730983949755757,0.8867924528301887,0.31918505942275044,0.9871323529411765,0.1762967826657912,0.37626828928697204,0.18108626332655553,0.45626886226706853
32,exploit,0.7254901960784313,18.0,20.0,442.0,564.0,0.8914027149321267,0.33446519524617996,0.9875886524822693,0.18286277084701247,0.586880669923238,0.8914027149321267,0.33446519524617996,0.9875886524822695,0.18286277084701247,0.3938169693773852,0.18812996774674945,0.4733107636761993
33,exploit,0.46,12.0,13.0,454.0,577.0,0.8832599118942731,0.3404074702886248,0.9878682842287695,0.1871306631648063,0.5903698534542917,0.8832599118942731,0.3404074702886248,0.9878682842287695,0.1871306631648063,0.39896640903421765,0.19250797937525616,0.4777767470828709
34,exploit,0.7456140350877193,28.0,61.0,482.0,638.0,0.8838174273858921,0.3616298811544992,0.9827586206896551,0.20584372948128693,0.6092114445219818,0.8838174273858921,0.3616298811544992,0.9827586206896551,0.20584372948128693,0.42546680451829294,0.21086550239159896,0.5029484067151316
35,explore,0.5426356589147286,12.0,64.0,494.0,702.0,0.8866396761133604,0.3718166383701188,0.9529914529914529,0.2196323046618516,0.6254361479413817,0.8866396761133604,0.37181663837011886,0.9529914529914529,0.2196323046618516,0.441286167537125,0.22559571755468588,0.5212254523044114
36,explore,0.5172413793103449,10.0,5.0,504.0,707.0,0.8888888888888888,0.38030560271646857,0.9533239038189534,0.22127380170715694,0.6306699232379623,0.8888888888888888,0.38030560271646857,0.9533239038189534,0.22127380170715694,0.4492269545356232,0.22735031021662133,0.5276919298474182
37,explore,0.58,40.0,27.0,544.0,734.0,0.84375,0.3896434634974533,0.955040871934605,0.23013788575180566,0.6430565247732031,0.84375,0.3896434634974533,0.9550408719346049,0.23013788575180566,0.4604153027156558,0.2368481856898363,0.5412020249927624
38,exploit,0.2782608695652174,1.0,37.0,545.0,771.0,0.8422018348623852,0.3896434634974533,0.9118028534370947,0.23079448456992777,0.6430565247732031,0.8422018348623853,0.3896434634974533,0.9118028534370947,0.23079448456992777,0.4604153027156558,0.23729717339196849,0.5412020249927624
39,exploit,0.015873015873015872,0.0,1.0,545.0,772.0,0.8422018348623852,0.3896434634974533,0.9119170984455959,0.23112278397898883,0.6430565247732031,0.8422018348623853,0.3896434634974533,0.9119170984455959,0.23112278397898883,0.4604153027156558,0.2376342957012853,0.5412020249927624
40,exploit,0.42735042735042733,12.0,42.0,557.0,814.0,0.8456014362657092,0.39983022071307306,0.9164619164619164,0.2449113591595535,0.6547452896022331,0.8456014362657092,0.399830220713073,0.9164619164619164,0.2449113591595535,0.47232352078587114,0.2521453584713533,0.5523409627217054
41,exploit,0.21774193548387102,11.0,23.0,568.0,837.0,0.8485915492957745,0.4091680814940577,0.918757467144564,0.252462245567958,0.6645150034891836,0.8485915492957746,0.4091680814940577,0.918757467144564,0.252462245567958,0.4860173420507684,0.25951321308846387,0.5659861051896647
42,exploit,0.018867924528301903,1.0,0.0,569.0,837.0,0.8488576449912126,0.4100169779286926,0.918757467144564,0.252462245567958,0.6674808094905792,0.8488576449912126,0.4100169779286927,0.918757467144564,0.252462245567958,0.48765482386886944,0.25951321308846387,0.5685648352936503
43,exploit,0.23076923076923078,6.0,11.0,575.0,848.0,0.8486956521739131,0.41426146010186765,0.9198113207547169,0.2560735390676297,0.6695743196092114,0.8486956521739131,0.4142614601018676,0.9198113207547169,0.2560735390676297,0.49126157938861265,0.2626918384657616,0.571707585107757
44,exploit,0.012820512820512824,1.0,1.0,576.0,849.0,0.8472222222222221,0.41426146010186765,0.9187279151943463,0.2560735390676297,0.6695743196092114,0.8472222222222222,0.4142614601018676,0.9187279151943463,0.2560735390676297,0.49126157938861265,0.2626918384657616,0.571707585107757
45,exploit,0.3263157894736842,12.0,19.0,588.0,868.0,0.8503401360544217,0.4244482173174873,0.9205069124423964,0.2623112278397899,0.6746336357292394,0.8503401360544217,0.4244482173174873,0.9205069124423964,0.2623112278397899,0.4994104769212069,0.2690101728831566,0.5797512602768933
46,exploit,0.75,12.0,19.0,600.0,887.0,0.8533333333333334,0.43463497453310695,0.9222096956031567,0.2685489166119501,0.6824842986741103,0.8533333333333334,0.43463497453310695,0.9222096956031567,0.2685489166119501,0.5105958626737079,0.2756230505585785,0.5899216639157439
47,exploit,0.34375,4.0,11.0,604.0,898.0,0.8543046357615894,0.4380305602716469,0.923162583518931,0.2721602101116218,0.6875436147941382,0.8543046357615894,0.4380305602716469,0.923162583518931,0.2721602101116218,0.5160037741326738,0.2791387982451931,0.5957374101395416
48,exploit,0.4098360655737705,4.0,22.0,608.0,920.0,0.8552631578947368,0.44142614601018676,0.925,0.2793827971109652,0.6903349616189811,0.8552631578947368,0.44142614601018676,0.925,0.2793827971109652,0.5196416351414989,0.28670245545300227,0.5994564477837823
49,exploit,0.2537313432835821,6.0,17.0,614.0,937.0,0.8566775244299675,0.4465195246179966,0.9263607257203842,0.2849638870650033,0.6973133286810886,0.8566775244299675,0.4465195246179966,0.9263607257203842,0.2849638870650033,0.5276216743047907,0.2922471941320872,0.6077952149739687
50,exploit,0.34782608695652173,11.0,21.0,625.0,958.0,0.8592,0.45585738539898135,0.9279749478079331,0.29185817465528563,0.7030704815073272,0.8592,0.45585738539898135,0.9279749478079332,0.29185817465528563,0.5370718181306473,0.29952088647448144,0.6150812026822627
51,exploit,0.42424242424242425,2.0,12.0,627.0,970.0,0.8596491228070176,0.45755517826825126,0.9288659793814433,0.2957977675640184,0.703768318213538,0.8596491228070176,0.45755517826825126,0.9288659793814433,0.2957977675640184,0.5386967096317391,0.3034077891888273,0.6160608834258928
52,exploit,0.46987951807228917,11.0,32.0,638.0,1002.0,0.8620689655172413,0.46689303904923596,0.9311377245508982,0.3063033486539724,0.7074319609211445,0.8620689655172413,0.466893039049236,0.9311377245508982,0.3063033486539724,0.5455702821119723,0.3131446567563792,0.6211337536276814
53,exploit,0.6500000000000001,17.0,46.0,655.0,1048.0,0.8656488549618321,0.48132427843803055,0.9341603053435115,0.32140512147078143,0.7243545010467549,0.8656488549618321,0.48132427843803055,0.9341603053435115,0.3214051214707814,0.5631841356080811,0.32811371140071577,0.6394108309116243
54,exploit,0.013157894736842094,1.0,0.0,656.0,1048.0,0.864329268292683,0.48132427843803055,0.9341603053435115,0.32140512147078143,0.7243545010467549,0.864329268292683,0.48132427843803055,0.9341603053435115,0.3214051214707814,0.5631841356080811,0.32811371140071577,0.6394108309116243
55,exploit,0.30952380952380953,9.0,24.0,665.0,1072.0,0.8661654135338346,0.48896434634974534,0.9356343283582089,0.32928430728824687,0.7311584089323098,0.8661654135338346,0.48896434634974534,0.9356343283582089,0.32928430728824687,0.5719151501506377,0.3364555427394468,0.6484051264030475
56,explore,0.6842105263157895,14.0,29.0,679.0,1101.0,0.8689248895434463,0.5008488964346349,0.9373297002724796,0.3388049901510178,0.7390090718771808,0.8689248895434463,0.5008488964346349,0.9373297002724795,0.3388049901510177,0.582990185477586,0.3465376211099298,0.6575864473798705
57,exploit,0.1166666666666667,2.0,6.0,681.0,1107.0,0.869309838472834,0.5025466893039049,0.9376693766937669,0.34077478660538413,0.7395324494068389,0.869309838472834,0.5025466893039049,0.9376693766937669,0.34077478660538413,0.583878173130188,0.3483680624761344,0.6581630787736653
58,exploit,0.02531645569620251,1.0,1.0,682.0,1108.0,0.8695014662756598,0.5033955857385399,0.9377256317689531,0.34110308601444517,0.7397069085833915,0.8695014662756598,0.5033955857385399,0.9377256317689531,0.34110308601444517,0.5841284982566096,0.3487012168451876,0.6582415057687458
59,exploit,0.2676056338028169,5.0,14.0,687.0,1122.0,0.8704512372634643,0.5076400679117148,0.9385026737967914,0.3456992777413001,0.7442428471737614,0.8704512372634643,0.5076400679117148,0.9385026737967914,0.34569927774130005,0.589323855540182,0.35330601152106644,0.6636928627572218
60,exploit,0.10714285714285718,1.0,5.0,688.0,1127.0,0.8706395348837209,0.5084889643463497,0.937888198757764,0.3470124753775443,0.744417306350314,0.8706395348837209,0.5084889643463497,0.937888198757764,0.3470124753775443,0.5895741806666036,0.3547240923260333,0.663789657935107
61,exploit,0.2602739726027397,7.0,16.0,695.0,1143.0,0.8719424460431655,0.5144312393887945,0.9387576552930884,0.35226526592252133,0.749476622470342,0.8719424460431655,0.5144312393887945,0.9387576552930884,0.35226526592252133,0.5962189056200194,0.3597708545020395,0.6700136231702024
62,exploit,0.07142857142857142,2.0,0.0,697.0,1143.0,0.8708751793400286,0.5152801358234296,0.9387576552930884,0.35226526592252133,0.7498255408234473,0.8708751793400287,0.5152801358234296,0.9387576552930884,0.35226526592252133,0.5968565681461999,0.3597708545020395,0.6703461957995321
63,exploit,0.10526315789473686,3.0,1.0,700.0,1144.0,0.8714285714285714,0.5178268251273345,0.9388111888111887,0.35259356533158237,0.7503489183531054,0.8714285714285714,0.5178268251273345,0.9388111888111889,0.3525935653315824,0.5976075435254646,0.3601168283704059,0.6705765140383769
64,exploit,0.8529411764705882,21.0,45.0,721.0,1189.0,0.8751733703190014,0.5356536502546689,0.9411269974768713,0.36736703873933024,0.7627355198883461,0.8751733703190014,0.5356536502546689,0.9411269974768713,0.36736703873933024,0.6167737090481403,0.37437089070186386,0.6865141007035289
65,exploit,0.41509433962264153,7.0,20.0,728.0,1209.0,0.8763736263736264,0.5415959252971138,0.9421009098428453,0.3739330269205515,0.7705861828332171,0.8763736263736264,0.5415959252971138,0.9421009098428453,0.3739330269205515,0.6263623463611,0.3809636234497937,0.6967089958118643
66,exploit,0.4,9.0,7.0,737.0,1216.0,0.8778833107191316,0.5492359932088285,0.9424342105263157,0.37623112278397897,0.7742498255408234,0.8778833107191316,0.5492359932088285,0.9424342105263158,0.37623112278397897,0.6307585888180188,0.38341611575885715,0.7012214357851674
67,exploit,0.26744186046511625,13.0,10.0,750.0,1226.0,0.872,0.5551782682512734,0.9429037520391517,0.37951411687458964,0.7794836008374041,0.872,0.5551782682512734,0.9429037520391517,0.37951411687458964,0.6377743578197697,0.3866982128091818,0.7077986524198485
68,exploit,0.11428571428571425,1.0,7.0,751.0,1233.0,0.8721704394141144,0.5560271646859083,0.943227899432279,0.38181221273801713,0.7801814375436148,0.8721704394141145,0.5560271646859083,0.943227899432279,0.3818122127380171,0.6388637905445216,0.3889085081490802,0.7086775324067298
69,explore,0.019999999999999997,0.0,1.0,751.0,1234.0,0.8721704394141144,0.5560271646859083,0.9432739059967585,0.38214051214707806,0.7801814375436148,0.8721704394141145,0.5560271646859083,0.9432739059967585,0.3821405121470781,0.6388637905445216,0.38925906041005837,0.7086775324067298
70,exploit,0.4927536231884058,10.0,24.0,761.0,1258.0,0.8738501971090671,0.5645161290322581,0.9443561208267091,0.39001969796454367,0.7859385903698535,0.873850197109067,0.5645161290322581,0.9443561208267091,0.39001969796454367,0.6491337861897531,0.39680638801755236,0.7171709026981886
71,exploit,0.03030303030303033,2.0,0.0,763.0,1258.0,0.874180865006553,0.566213921901528,0.9443561208267091,0.39001969796454367,0.7862875087229588,0.8741808650065531,0.566213921901528,0.9443561208267091,0.39001969796454367,0.6496344364425963,0.39680638801755236,0.7173385145340934
72,exploit,0.4925373134328358,15.0,18.0,778.0,1276.0,0.8611825192802055,0.568760611205433,0.9451410658307211,0.3959290873276428,0.7868108862526167,0.8611825192802056,0.568760611205433,0.945141065830721,0.3959290873276428,0.650385411821861,0.4030433796595441,0.7180481843389798
73,exploit,0.5588235294117647,7.0,12.0,785.0,1288.0,0.8624203821656051,0.5747028862478778,0.9456521739130435,0.39986868023637556,0.7922191207257502,0.8624203821656051,0.5747028862478778,0.9456521739130435,0.39986868023637556,0.6578773910493191,0.40685718070518806,0.7249658176084454
74,exploit,0.3626373626373626,15.0,28.0,800.0,1316.0,0.865,0.5874363327674024,0.946808510638298,0.4090610636900854,0.8046057222609909,0.865,0.5874363327674024,0.9468085106382979,0.4090610636900854,0.6741048284606314,0.4153705491537752,0.7411834875562302
75,exploit,0.19417475728155337,4.0,16.0,804.0,1332.0,0.8656716417910446,0.5908319185059423,0.9474474474474475,0.4143138542350624,0.8082693649685972,0.8656716417910447,0.5908319185059423,0.9474474474474475,0.4143138542350624,0.6782877761352739,0.4205392491863426,0.7455922828858356
76,exploit,0.16666666666666666,4.0,0.0,808.0,1332.0,0.8663366336633663,0.5942275042444821,0.9474474474474475,0.4143138542350624,0.811235170969993,0.8663366336633663,0.5942275042444821,0.9474474474474475,0.4143138542350624,0.6831898530932162,0.4205392491863426,0.7501802810852721
77,exploit,0.0,0.0,0.0,808.0,1332.0,0.8663366336633663,0.5942275042444821,0.9474474474474475,0.4143138542350624,0.811235170969993,0.8663366336633663,0.5942275042444821,0.9474474474474475,0.4143138542350624,0.6831898530932162,0.4205392491863426,0.7501802810852721
78,exploit,0.7142857142857143,14.0,49.0,822.0,1381.0,0.8686131386861313,0.6061120543293718,0.9493120926864591,0.4304005252790544,0.8203070481507327,0.8686131386861314,0.6061120543293718,0.9493120926864591,0.4304005252790545,0.6971369619120666,0.43669944897518737,0.762620340999144
79,exploit,0.17187499999999997,4.0,9.0,826.0,1390.0,0.8692493946731235,0.6095076400679117,0.949640287769784,0.43335521996060405,0.822400558269365,0.8692493946731235,0.6095076400679117,0.9496402877697842,0.43335521996060405,0.7007555671419363,0.43929234532434674,0.7652802613950648
80,exploit,0.2758620689655173,5.0,3.0,831.0,1393.0,0.8700361010830325,0.6137521222410866,0.949748743718593,0.4343401181877873,0.8243196092114445,0.8700361010830325,0.6137521222410866,0.949748743718593,0.4343401181877873,0.7039838725445154,0.4403479700475448,0.7672059403553785
81,exploit,0.8317757009345794,60.0,34.0,891.0,1427.0,0.8249158249158249,0.6239388794567062,0.9509460406447093,0.4455022980958635,0.8306001395673412,0.8249158249158249,0.6239388794567062,0.9509460406447092,0.44550229809586345,0.7140768631447328,0.452249349028877,0.7754252373039051
82,exploit,0.4583333333333333,10.0,35.0,901.0,1462.0,0.8268590455049944,0.6324278438030561,0.9521203830369358,0.45699277741300065,0.8360083740404746,0.8268590455049944,0.6324278438030561,0.9521203830369357,0.45699277741300065,0.7224434991009008,0.46367915357119177,0.7829580352864175
83,exploit,0.21052631578947362,3.0,9.0,904.0,1471.0,0.8263274336283186,0.634125636672326,0.9524133242692047,0.4599474720945502,0.8367062107466853,0.8263274336283186,0.634125636672326,0.9524133242692047,0.4599474720945502,0.7238343588269948,0.46630501434715604,0.7841482690115568
84,exploit,0.3137254901960784,15.0,15.0,919.0,1486.0,0.8291621327529923,0.6468590831918506,0.9528936742934051,0.4648719632304662,0.8421144452198186,0.8291621327529923,0.6468590831918506,0.9528936742934051,0.4648719632304662,0.7333363451346548,0.4714264043227345,0.7923035627162942
85,exploit,0.2596153846153845,10.0,17.0,929.0,1503.0,0.8254310344827587,0.6502546689303905,0.9534264803725881,0.47045305318450426,0.8433356594556873,0.8245425188374597,0.6502546689303905,0.9534264803725881,0.47045305318450426,0.7352878442711072,0.47707110457384405,0.7936976632337244
86,exploit,0.2820512820512821,6.0,19.0,935.0,1522.0,0.8254817987152034,0.6544991511035654,0.9540078843626807,0.47669074195666444,0.8452547103977669,0.8245989304812834,0.6544991511035654,0.9540078843626807,0.4766907419566645,0.7395892890470143,0.48278234413091214,0.796860107153063
87,exploit,0.2773109243697479,7.0,32.0,942.0,1554.0,0.8267800212539851,0.6604414261460101,0.9510939510939511,0.4852265265922522,0.8478715980460572,0.8259023354564756,0.6604414261460102,0.9510939510939511,0.4852265265922521,0.7438085264589192,0.49142772289980696,0.800687582499739
88,exploit,0.045454545454545456,1.0,3.0,943.0,1557.0,0.8269639065817409,0.6612903225806451,0.9511881824020553,0.4862114248194353,0.8482205163991626,0.8260869565217391,0.6612903225806451,0.9511881824020553,0.4862114248194353,0.7444461889850995,0.4923353129285563,0.8010866389001292
89,exploit,0.3888888888888889,15.0,43.0,958.0,1600.0,0.8296760710553815,0.6740237691001698,0.9525,0.5003282994090611,0.8543265875785067,0.8288100208768268,0.6740237691001698,0.9525,0.5003282994090611,0.7548183883801719,0.5074624747310882,0.8097943814496382
90,exploit,0.029629629629629648,1.0,3.0,959.0,1603.0,0.8298538622129437,0.6748726655348048,0.9525888958203369,0.5013131976362443,0.8545010467550594,0.8289885297184567,0.6748726655348047,0.9525888958203369,0.5013131976362443,0.7550687135065935,0.508295589573352,0.809920749302738
91,exploit,0.7058823529411765,15.0,24.0,974.0,1627.0,0.829393627954779,0.6850594227504244,0.9532882606023356,0.5091923834537098,0.8625261688764829,0.8285420944558521,0.6850594227504244,0.9532882606023356,0.5091923834537098,0.7668806526820313,0.5159581400615764,0.8201959349267488
92,exploit,0.10294117647058826,1.0,6.0,975.0,1633.0,0.8295687885010267,0.6859083191850595,0.9534598897734231,0.5111621799080762,0.8627006280530355,0.8287179487179487,0.6859083191850595,0.9534598897734231,0.5111621799080762,0.767130977808453,0.5179857575362632,0.8203865320042322
93,exploit,0.0,0.0,0.0,975.0,1633.0,0.8295687885010267,0.6859083191850595,0.9534598897734231,0.5111621799080762,0.8627006280530355,0.8287179487179487,0.6859083191850595,0.9534598897734231,0.5111621799080762,0.767130977808453,0.5179857575362632,0.8203865320042322
94,explore,0.1746031746031746,2.0,37.0,977.0,1670.0,0.8299180327868853,0.6876061120543294,0.9389221556886228,0.5147734734077478,0.863572923935799,0.8290685772773797,0.6876061120543294,0.9389221556886228,0.5147734734077478,0.7686329285669825,0.5215929204620269,0.8216932310073515
95,exploit,0.15909090909090906,10.0,4.0,987.0,1674.0,0.8225152129817446,0.6884550084889643,0.939068100358423,0.5160866710439921,0.8651430565247732,0.8216818642350557,0.6884550084889643,0.9390681003584229,0.5160866710439921,0.7701696878490086,0.5228763965242064,0.823601286481352
96,exploit,0.375,0.0,45.0,987.0,1719.0,0.8225152129817446,0.6884550084889643,0.9150668993600931,0.5164149704530532,0.8651430565247732,0.8216818642350557,0.6884550084889643,0.9150668993600931,0.5164149704530532,0.7701696878490086,0.5232263383328363,0.823601286481352
97,exploit,0.25000000000000006,3.0,3.0,990.0,1722.0,0.8230535894843275,0.6910016977928692,0.9152148664343787,0.5173998686802364,0.8665387299371947,0.8222222222222222,0.6910016977928692,0.9152148664343787,0.5173998686802364,0.7723781775738288,0.5242554083788857,0.8253844784249231
98,exploit,0.15555555555555559,3.0,4.0,993.0,1726.0,0.8235887096774194,0.6935483870967742,0.9154113557358053,0.5187130663164806,0.8682833217027216,0.8227593152064451,0.6935483870967742,0.9154113557358053,0.5187130663164806,0.7753924475872486,0.5255048517226507,0.8277330901223319
99,exploit,0.0821917808219178,3.0,3.0,996.0,1729.0,0.8241206030150754,0.6960950764006791,0.9155581260844419,0.5196979645436638,0.8693300767620378,0.8232931726907631,0.6960950764006791,0.9155581260844419,0.5196979645436638,0.7771699041062184,0.5263002711324104,0.8287164764420133
100,exploit,0.4032258064516129,3.0,22.0,999.0,1751.0,0.8246492985971944,0.698641765704584,0.9166190748143918,0.5269205515430072,0.8712491277041172,0.8238238238238238,0.698641765704584,0.9166190748143918,0.5269205515430072,0.77991681503491,0.5335367258815618,0.8310636483817926
