turn,nodes_added_to_graph,nodes_added_to_graph_std,edges_added_to_graph,edges_added_to_graph_std,total_nodes_in_graph,total_nodes_in_graph_std,total_edges_in_graph,total_edges_in_graph_std,native_node_precision,native_node_precision_std,native_node_recall,native_node_recall_std,native_edge_precision,native_edge_precision_std,native_edge_recall,native_edge_recall_std,native_degree_weighted_node_coverage,native_degree_weighted_node_coverage_std,evaluation_node_precision,evaluation_node_precision_std,evaluation_node_recall,evaluation_node_recall_std,evaluation_edge_pair_precision,evaluation_edge_pair_precision_std,evaluation_edge_pair_recall,evaluation_edge_pair_recall_std,evaluation_node_tsc_rank,evaluation_node_tsc_rank_std,evaluation_edge_tsc_rank,evaluation_edge_tsc_rank_std,evaluation_node_autc_rank,evaluation_node_autc_rank_std
34,15.666666666666666,10.969655114602888,26.666666666666668,31.214312956291916,493.6666666666667,10.692676621563626,725.6666666666666,77.69384359994898,0.900080487937498,0.04562896200602894,0.37719298245614036,0.02069520600252014,0.9408008631147662,0.08113589885434598,0.22379076384329175,0.028015951569133585,0.625261688764829,0.01679163910051079,0.900080487937498,0.04562896200602894,0.37719298245614036,0.02069520600252014,0.9408008631147662,0.08113589885434598,0.22379076384329175,0.028015951569133585,0.4439397619985705,0.02001070003371803,0.22942569558755838,0.027770606343981485,0.5207563152691141,0.020013009206777514
35,6.333333333333333,5.131601439446884,32.0,27.730849247724095,500.0,7.211102550927978,757.6666666666666,50.63924696649165,0.9015295457708292,0.044731705669721455,0.38256932654216186,0.017174862371809305,0.9320500556455612,0.07321183230269043,0.23188881593346466,0.02531385018450603,0.63247266806234,0.01144049665676972,0.9015295457708292,0.044731705669721455,0.38256932654216186,0.017174862371809305,0.9320500556455612,0.07321183230269043,0.23188881593346464,0.02531385018450604,0.45166058875284604,0.014549924011812066,0.23787618744427666,0.0248339706631615,0.5293729597516406,0.014697679241555673
36,11.0,10.535653752852738,19.666666666666668,22.03028218914441,511.0,8.18535277187245,777.3333333333334,69.51498639382254,0.903046585954248,0.04540739577353103,0.39190718732314656,0.025414963089113646,0.9328688482584208,0.07246506273522323,0.23834537097833225,0.03245352161853551,0.6405559432426146,0.020854500965999095,0.903046585954248,0.04540739577353103,0.39190718732314656,0.025414963089113646,0.9328688482584208,0.07246506273522323,0.23834537097833225,0.03245352161853551,0.46165730045828607,0.024689405314507997,0.24427967996425143,0.031733708319951474,0.5384076167796176,0.02497247315197067
37,15.666666666666666,21.361959960016154,17.0,14.0,526.6666666666666,15.14375558880073,794.3333333333334,56.88878038184097,0.8886044027032399,0.05781023919021186,0.3970005659309564,0.02134655258918199,0.9344616293092267,0.0698745976543883,0.24381702779601663,0.0277686448727578,0.6462549430100023,0.016889534554841226,0.8886044027032399,0.05781023919021186,0.3970005659309564,0.02134655258918199,0.9344616293092267,0.06987459765438836,0.24381702779601663,0.027768644872757788,0.4675779587491826,0.019922435075334807,0.2501432782532349,0.02670680097638204,0.5448527973582565,0.02051650484239609
38,5.666666666666667,5.033222956847166,34.0,25.632011235952593,532.3333333333334,11.015141094572204,828.3333333333334,49.74267115197306,0.8885168430596071,0.05714750823081508,0.4012450481041313,0.020094533987075256,0.9232950672976871,0.06354632161564586,0.2511490479317137,0.024311895707910196,0.6505582693649686,0.01406426648773718,0.8885168430596072,0.0571475082308151,0.4012450481041313,0.020094533987075256,0.9232950672976871,0.06354632161564586,0.2511490479317137,0.024311895707910196,0.47314213826044127,0.018363527104944797,0.25738476923425935,0.023432668021736783,0.5499945892475055,0.0174473894477444
39,10.0,10.535653752852738,7.666666666666667,7.023769168568493,542.3333333333334,5.507570547286102,836.0,55.86591089385369,0.8776395269343372,0.03789169662948165,0.40407470288624786,0.01877193920840063,0.9241194819054038,0.06254840556338245,0.2536660100678485,0.024884431091862395,0.6516631774831356,0.013570113162740463,0.8776395269343372,0.037891696629481594,0.40407470288624786,0.018771939208400673,0.9241194819054038,0.06254840556338251,0.25366601006784856,0.024884431091862395,0.47528693579333153,0.0180255964065533,0.26000009970721644,0.023997319833470226,0.5516316114760776,0.0168052118968631
40,9.333333333333334,3.0550504633038935,26.666666666666668,13.613718571108091,551.6666666666666,5.507570547286102,862.6666666666666,42.335957923889396,0.8798458575310499,0.036636029821627426,0.4119977362761743,0.016203325752371697,0.926488644747107,0.061189733228320026,0.2624206609761436,0.022346878810092074,0.6597464526634101,0.008662268518895264,0.8798458575310499,0.036636029821627426,0.4119977362761743,0.016203325752371718,0.926488644747107,0.061189733228320026,0.2624206609761436,0.022346878810092074,0.4842243327872575,0.013849984884928956,0.2690854111350778,0.02130074891025633,0.5600670786373751,0.012093676089671001
41,6.666666666666667,4.509249752822894,11.666666666666666,11.503622617824933,558.3333333333334,8.386497083606082,874.3333333333334,33.842773723992146,0.8814661568398954,0.0352997777294835,0.41765704584040747,0.012562520022876727,0.9278255601458713,0.060227070315418976,0.26625082074852263,0.018741842385019147,0.6637590137241219,0.0067485115205347225,0.8814661568398954,0.03529977772948345,0.41765704584040747,0.012562520022876713,0.9278255601458713,0.060227070315418976,0.26625082074852263,0.018741842385019147,0.49037926972211276,0.008279206095659854,0.2728087634911237,0.01777559998061584,0.5658197246410679,0.008510592966167513
42,4.666666666666667,3.2145502536643185,10.666666666666666,9.451631252505216,563.0,5.196152422706632,885.0,42.33202097703345,0.8823573102351661,0.03554414494424077,0.42161856253537067,0.01400893468532722,0.9285264598492406,0.05942520813723456,0.26975268111184064,0.02126694414304463,0.6674808094905792,0.007850662944870967,0.8823573102351661,0.03554414494424077,0.42161856253537067,0.014008934685327197,0.9285264598492406,0.05942520813723456,0.26975268111184064,0.02126694414304463,0.4949436299414509,0.00995815846099377,0.2763797571152542,0.02024968828595821,0.5706826161322237,0.009535264711611525
43,3.0,3.0,6.0,5.5677643628300215,566.0,7.937253933193772,891.0,38.97435053981015,0.8824460429009042,0.03584510089207388,0.423882286361064,0.013827721248297242,0.9284729329124446,0.059898662039809446,0.2715036112934997,0.01955793960421073,0.6684112584321935,0.008261214616400961,0.8824460429009043,0.03584510089207393,0.42388228636106395,0.01382772124829723,0.9284729329124446,0.059898662039809446,0.2715036112934997,0.01955793960421073,0.49664184152395013,0.009645896512836148,0.2779484161661208,0.01871963427941212,0.5720063580113804,0.009774880926494619
44,10.666666666666666,8.504900548115382,17.333333333333332,15.56705923844749,576.6666666666666,3.0550504633038935,908.3333333333334,51.62686639079825,0.8837230387903222,0.03764359113304591,0.4326542161856254,0.020130363793811445,0.9290510417932077,0.05896637392521521,0.27708470124753776,0.024506182017756416,0.6753896254943009,0.0125675205017353,0.8837230387903222,0.037643591133045856,0.4326542161856254,0.02013036379381144,0.9290510417932076,0.05896637392521526,0.27708470124753776,0.024506182017756416,0.5061806113067944,0.017189353271024235,0.28317404088016207,0.023185113579160605,0.581139222618554,0.01572349975073081
45,7.666666666666667,4.509249752822894,9.0,9.539392014169456,584.3333333333334,3.2145502536643185,917.3333333333334,42.735621363604075,0.8854382280341654,0.03629005213839732,0.4391624221844935,0.016314131641652022,0.9296653024544342,0.05885349454195955,0.28003939592908733,0.023452161982516078,0.6805652477320308,0.010730303080727012,0.8854382280341654,0.03629005213839732,0.4391624221844935,0.016314131641652022,0.9296653024544341,0.0588534945419596,0.28003939592908733,0.023452161982516078,0.5129855542158783,0.014824876919561917,0.286166681775362,0.022026001702984865,0.5878565638808159,0.013007413541538487
46,7.0,6.244997998398398,16.333333333333332,11.239810200058244,591.3333333333334,8.504900548115382,933.6666666666666,42.15843134336634,0.8870290492319034,0.03478689304695112,0.4451046972269383,0.011079101273600383,0.9313530847133406,0.05721837327517286,0.285401619610418,0.020305081800996234,0.6855664107932078,0.006425057754067885,0.8870290492319034,0.03478689304695112,0.4451046972269383,0.011079101273600383,0.9313530847133406,0.05721837327517292,0.285401619610418,0.020305081800996234,0.519592755087227,0.009106180228740733,0.29180939805633976,0.01870041325050199,0.5942704693465991,0.007438994109958861
47,2.0,1.7320508075688772,15.666666666666666,18.44812546936228,593.3333333333334,10.066445913694333,949.3333333333334,44.85903847981289,0.8874616587920588,0.03437937589664562,0.44680249009620826,0.009911873168159007,0.920208487265852,0.039557288172096444,0.28682425038301596,0.019233788229653045,0.6873691556175855,0.005846334989572949,0.8874616587920588,0.03437937589664562,0.44680249009620826,0.009911873168159007,0.920208487265852,0.039557288172096444,0.28682425038301596,0.019233788229653045,0.52156227565783,0.006736999921096426,0.29321725378447366,0.01762797983360644,0.5963472121995893,0.006518318509922894
