turn,mode,novelty,nodes_added_to_graph,edges_added_to_graph,total_nodes_in_graph,total_edges_in_graph,native_node_precision,native_node_recall,native_edge_precision,native_edge_recall,native_degree_weighted_node_coverage,evaluation_node_precision,evaluation_node_recall,evaluation_edge_pair_precision,evaluation_edge_pair_recall,evaluation_node_tsc_rank,evaluation_edge_tsc_rank,evaluation_node_autc_rank
32,exploit,0.11111111111111109,0.0,6.0,488.0,756.0,0.9528688524590164,0.39473684210526316,0.9920634920634922,0.24622455679579777,0.6409630146545708,0.9528688524590164,0.39473684210526316,0.9920634920634921,0.24622455679579777,0.4624941862359674,0.25149339536343107,0.5406043072269744
33,exploit,0.15189873417721514,1.0,11.0,489.0,767.0,0.950920245398773,0.39473684210526316,0.9921773142112125,0.24983585029546948,0.6409630146545708,0.950920245398773,0.39473684210526316,0.9921773142112125,0.24983585029546948,0.4624941862359674,0.25498808244403126,0.5406043072269744
34,exploit,0.37681159420289856,7.0,19.0,496.0,786.0,0.9516129032258065,0.400679117147708,0.9923664122137404,0.2560735390676297,0.6427076064200977,0.9516129032258065,0.400679117147708,0.9923664122137404,0.2560735390676297,0.46519666075168453,0.26135189556137034,0.5424148503785087
35,exploit,0.22727272727272727,2.0,15.0,498.0,801.0,0.9518072289156626,0.40237691001697795,0.9925093632958801,0.2609980302035456,0.6456734124214933,0.9518072289156626,0.40237691001697795,0.9925093632958801,0.2609980302035456,0.4682923975222238,0.26645787161515605,0.5463399429731608
36,exploit,0.717948717948718,22.0,45.0,520.0,846.0,0.9538461538461539,0.42105263157894735,0.9929078014184397,0.2757715036112935,0.6645150034891836,0.9538461538461539,0.42105263157894735,0.9929078014184397,0.2757715036112935,0.490091420513624,0.28088820206216897,0.5669496133573626
37,exploit,0.0,0.0,1.0,520.0,847.0,0.9538461538461539,0.42105263157894735,0.9917355371900827,0.2757715036112935,0.6645150034891836,0.9538461538461539,0.42105263157894735,0.9917355371900827,0.2757715036112935,0.490091420513624,0.28088820206216897,0.5669496133573626
38,exploit,0.2619047619047619,5.0,7.0,525.0,854.0,0.9523809523809522,0.4244482173174873,0.9918032786885246,0.27806959947472093,0.6667829727843685,0.9523809523809523,0.4244482173174873,0.9918032786885246,0.27806959947472093,0.4941936420380299,0.28312749388860886,0.5700889447888641
39,exploit,0.4827586206896552,21.0,7.0,546.0,861.0,0.9175824175824175,0.4252971137521222,0.991869918699187,0.28036769533814837,0.6673063503140265,0.9175824175824175,0.42529711375212226,0.991869918699187,0.28036769533814837,0.4953341766377022,0.28534984566238497,0.5710179586635366
40,exploit,0.2522522522522523,6.0,22.0,552.0,883.0,0.9184782608695652,0.4303904923599321,0.9920724801812004,0.2875902823374918,0.6697487787857641,0.9184782608695652,0.4303904923599321,0.9920724801812004,0.2875902823374918,0.4994267702726304,0.2929988135858613,0.5740042296563796
41,explore,0.07142857142857141,2.0,0.0,554.0,883.0,0.9187725631768953,0.43208828522920206,0.9920724801812004,0.2875902823374918,0.6700976971388696,0.9187725631768953,0.43208828522920206,0.9920724801812004,0.2875902823374918,0.4999274205254736,0.2929988135858613,0.5742459074794356
42,exploit,0.3620689655172414,6.0,18.0,560.0,901.0,0.9196428571428571,0.4371816638370119,0.9922308546059934,0.29349967170059094,0.6753314724354502,0.9196428571428571,0.4371816638370119,0.9922308546059934,0.29349967170059094,0.5062899742565029,0.2988376376837118,0.5810987244265164
43,exploit,0.05882352941176471,3.0,0.0,563.0,901.0,0.9200710479573712,0.43972835314091685,0.9922308546059934,0.29349967170059094,0.6760293091416608,0.9200710479573713,0.4397283531409168,0.9922308546059934,0.29349967170059094,0.5077778534842573,0.2988376376837118,0.5819272002498799
44,exploit,0.5052631578947369,17.0,32.0,580.0,933.0,0.9224137931034483,0.45415959252971144,0.992497320471597,0.30400525279054497,0.689811584089323,0.9224137931034483,0.4541595925297114,0.992497320471597,0.30400525279054497,0.5249777077328225,0.30834528039449877,0.5992905020958603
45,exploit,0.11224489795918367,3.0,8.0,583.0,941.0,0.9228130360205832,0.4567062818336163,0.9925611052072264,0.3066316480630335,0.6929518492672715,0.9228130360205832,0.4567062818336163,0.9925611052072264,0.3066316480630335,0.528804423496788,0.3110048686627035,0.6028600534204472
46,exploit,0.14285714285714288,0.0,4.0,583.0,945.0,0.9228130360205832,0.4567062818336163,0.9925925925925925,0.3079448456992777,0.6929518492672715,0.9228130360205832,0.4567062818336163,0.9925925925925926,0.3079448456992777,0.528804423496788,0.3122802562312687,0.6028600534204472
47,exploit,0.021428571428571408,1.0,36.0,584.0,981.0,0.922945205479452,0.45755517826825126,0.9582059123343527,0.30860144451739985,0.6931263084438242,0.922945205479452,0.45755517826825126,0.9582059123343527,0.30860144451739985,0.5290547486232096,0.3129880757290557,0.6031490034305073
48,exploit,0.03225806451612906,1.0,1.0,585.0,982.0,0.923076923076923,0.45840407470288624,0.9582484725050917,0.30892974392646094,0.693300767620377,0.9230769230769231,0.45840407470288624,0.9582484725050916,0.30892974392646094,0.5293050737496312,0.3133216879373701,0.6033173535231415
49,exploit,0.19780219780219777,7.0,14.0,592.0,996.0,0.9239864864864864,0.46434634974533107,0.9588353413654619,0.3135259356533158,0.6995812979762736,0.9239864864864865,0.46434634974533107,0.9588353413654619,0.3135259356533158,0.5362956621173632,0.31791030562602046,0.6109232813049901
50,exploit,0.7540983606557377,9.0,39.0,601.0,1035.0,0.9234608985024958,0.47113752122241087,0.936231884057971,0.3181221273801707,0.7063852058618284,0.9234608985024958,0.47113752122241087,0.936231884057971,0.3181221273801707,0.5443579086446576,0.3224908348210567,0.6186641267285706
51,exploit,0.3968253968253968,6.0,20.0,607.0,1055.0,0.9242174629324547,0.4762308998302207,0.9374407582938389,0.324688115561392,0.708827634333566,0.9242174629324547,0.4762308998302207,0.9374407582938389,0.324688115561392,0.5483438548884476,0.32909592922903835,0.621684286628778
52,explore,0.4117647058823529,3.0,12.0,610.0,1067.0,0.9245901639344263,0.47877758913412566,0.9381443298969071,0.3286277084701247,0.7096999302163295,0.9245901639344263,0.47877758913412566,0.9381443298969072,0.32862770847012474,0.5498695050672301,0.3332164825796739,0.6225963142461224
53,explore,0.01999999999999999,1.0,2.0,611.0,1069.0,0.9247135842880525,0.47962648556876064,0.9382600561272217,0.32928430728824687,0.7100488485694347,0.9247135842880524,0.4796264855687606,0.9382600561272217,0.32928430728824687,0.5508567340421413,0.33376894195483325,0.6233421657881528
54,exploit,0.07500000000000001,1.0,2.0,612.0,1071.0,0.9248366013071896,0.48047538200339557,0.9383753501400559,0.329940906106369,0.7103977669225401,0.9248366013071896,0.48047538200339557,0.938375350140056,0.329940906106369,0.5518439630170524,0.3344599740130435,0.6241037704940077
55,exploit,0.13888888888888892,5.0,0.0,617.0,1071.0,0.9173419773095624,0.48047538200339557,0.9383753501400559,0.329940906106369,0.7103977669225401,0.9173419773095624,0.48047538200339557,0.938375350140056,0.329940906106369,0.5518439630170524,0.3344599740130435,0.6241037704940077
56,explore,0.0,0.0,0.0,617.0,1071.0,0.9173419773095624,0.48047538200339557,0.9383753501400559,0.329940906106369,0.7103977669225401,0.9173419773095624,0.48047538200339557,0.938375350140056,0.329940906106369,0.5518439630170524,0.3344599740130435,0.6241037704940077
57,exploit,0.20408163265306123,1.0,10.0,618.0,1081.0,0.9174757281553398,0.48132427843803055,0.938945420906568,0.33322390019697967,0.7124912770411723,0.9174757281553398,0.48132427843803055,0.938945420906568,0.33322390019697967,0.5534244181051698,0.3377881602156606,0.6262458700289655
58,exploit,0.25806451612903225,2.0,14.0,620.0,1095.0,0.9177419354838708,0.4830220713073005,0.9397260273972603,0.33782009192383455,0.7128401953942778,0.917741935483871,0.4830220713073005,0.9397260273972603,0.33782009192383455,0.553925068358013,0.3425728857211838,0.6267450071155032
59,exploit,0.2631578947368421,0.0,5.0,620.0,1100.0,0.9177419354838708,0.4830220713073005,0.94,0.33946158896913986,0.7128401953942778,0.917741935483871,0.4830220713073005,0.94,0.33946158896913986,0.553925068358013,0.3440442284935348,0.6267450071155032
60,exploit,0.36764705882352944,19.0,34.0,639.0,1134.0,0.918622848200313,0.49830220713073003,0.9417989417989417,0.350623768877216,0.723831123517097,0.918622848200313,0.49830220713073003,0.9417989417989417,0.350623768877216,0.5717766566635342,0.35513248494700794,0.6418306002054536
61,exploit,0.1935483870967742,9.0,14.0,648.0,1148.0,0.9197530864197531,0.5059422750424448,0.9425087108013938,0.3552199606040709,0.7283670621074668,0.9197530864197531,0.5059422750424448,0.9425087108013938,0.3552199606040709,0.5797878013159082,0.35931820408581844,0.6494080329644656
62,exploit,0.21978021978021983,4.0,19.0,652.0,1167.0,0.9202453987730062,0.5093378607809848,0.9425878320479861,0.3611293499671701,0.7292393579902303,0.9202453987730062,0.5093378607809848,0.9425878320479862,0.36112934996717005,0.5815260056700843,0.365154586374276,0.6504319359309326
63,exploit,0.5897435897435898,16.0,41.0,668.0,1208.0,0.9221556886227547,0.5229202037351444,0.9445364238410596,0.37458962573867366,0.7418004187020237,0.9221556886227545,0.5229202037351444,0.9445364238410596,0.37458962573867366,0.5987251193117669,0.37875439640150504,0.6659635578039051
64,exploit,0.39325842696629215,17.0,29.0,685.0,1237.0,0.9240875912408759,0.5373514431239389,0.9458367016976557,0.3841103086014445,0.7588974180041871,0.9240875912408759,0.5373514431239389,0.9458367016976557,0.3841103086014445,0.6194095289443959,0.3882811157481746,0.6878716919595188
65,exploit,0.16304347826086954,4.0,13.0,689.0,1250.0,0.9245283018867925,0.5407470288624788,0.9464,0.38837820091923836,0.761165387299372,0.9245283018867925,0.5407470288624788,0.9464,0.38837820091923836,0.6222282787407291,0.39243615965648604,0.6905175749413714
66,exploit,0.4225352112676056,7.0,26.0,696.0,1276.0,0.9252873563218391,0.5466893039049237,0.9474921630094044,0.396913985554826,0.7648290300069783,0.9252873563218391,0.5466893039049237,0.9474921630094044,0.396913985554826,0.6277665370110862,0.401500156123188,0.6948599225357085
67,exploit,0.08571428571428574,0.0,6.0,696.0,1282.0,0.9252873563218391,0.5466893039049237,0.9477379095163808,0.3988837820091924,0.7648290300069783,0.9252873563218391,0.5466893039049237,0.9477379095163807,0.3988837820091924,0.6277665370110862,0.40361751009306635,0.6948599225357085
68,exploit,0.2761904761904762,5.0,24.0,701.0,1306.0,0.9229671897289586,0.5492359932088285,0.9486983154670751,0.40676296782665794,0.7653524075366365,0.9229671897289586,0.5492359932088285,0.9486983154670751,0.40676296782665794,0.628517512390351,0.4114664011605923,0.6953701270922442
69,exploit,0.2391304347826087,8.0,14.0,709.0,1320.0,0.923836389280677,0.5560271646859083,0.9492424242424242,0.4113591595535128,0.7676203768318214,0.923836389280677,0.5560271646859083,0.9492424242424242,0.4113591595535128,0.6324975337790777,0.41611652192332826,0.698815147863526
70,exploit,0.0,0.0,0.0,709.0,1320.0,0.923836389280677,0.5560271646859083,0.9492424242424242,0.4113591595535128,0.7676203768318214,0.923836389280677,0.5560271646859083,0.9492424242424242,0.4113591595535128,0.6324975337790777,0.41611652192332826,0.698815147863526
71,exploit,0.49056603773584906,14.0,12.0,723.0,1332.0,0.9197786998616874,0.5645161290322581,0.9496996996996997,0.41529875246224557,0.7744242847173761,0.9197786998616874,0.5645161290322581,0.9496996996996997,0.41529875246224557,0.6417003149060444,0.42026027246319736,0.7075277506530567
72,exploit,0.23456790123456794,6.0,15.0,729.0,1347.0,0.9204389574759945,0.5696095076400679,0.9502598366740905,0.42022324359816154,0.7779134682484299,0.9204389574759945,0.5696095076400679,0.9502598366740905,0.42022324359816154,0.6459662105515722,0.4248919270423988,0.7115067650226649
73,exploit,0.32,6.0,11.0,735.0,1358.0,0.9210884353741497,0.5747028862478778,0.9506627393225331,0.4238345370978332,0.7798325191905094,0.9210884353741496,0.5747028862478778,0.9506627393225331,0.4238345370978332,0.6496744292142732,0.4286970291420802,0.7144196843001724
74,exploit,0.5046728971962616,17.0,39.0,752.0,1397.0,0.9228723404255319,0.5891341256366723,0.9520400858983536,0.4366382140512147,0.796231681786462,0.9228723404255319,0.5891341256366723,0.9520400858983536,0.4366382140512147,0.6679266858434452,0.44192980469492893,0.7327653400228418
75,explore,0.03658536585365858,0.0,3.0,752.0,1400.0,0.9228723404255319,0.5891341256366723,0.9521428571428572,0.4376231122783979,0.796231681786462,0.9228723404255319,0.5891341256366723,0.9521428571428572,0.4376231122783979,0.6679266858434452,0.44289126714341054,0.7327653400228418
76,exploit,0.025000000000000022,1.0,0.0,753.0,1400.0,0.9229747675962815,0.5899830220713073,0.9521428571428572,0.4376231122783979,0.7965806001395673,0.9229747675962815,0.5899830220713073,0.9521428571428572,0.4376231122783979,0.6685643483696256,0.44289126714341054,0.7331394103803671
77,exploit,0.4069767441860465,2.0,44.0,755.0,1444.0,0.9231788079470199,0.5916808149405772,0.9293628808864266,0.4405778069599474,0.7974528960223308,0.9231788079470199,0.5916808149405772,0.9293628808864266,0.44057780695994747,0.669875222552366,0.446063940610313,0.7340515814557487
78,exploit,0.025000000000000022,1.0,0.0,756.0,1444.0,0.9232804232804233,0.5925297113752123,0.9293628808864266,0.4405778069599474,0.7976273551988835,0.9232804232804233,0.5925297113752123,0.9293628808864266,0.44057780695994747,0.6701255476787876,0.446063940610313,0.7341151288898856
79,exploit,0.40476190476190477,17.0,0.0,773.0,1444.0,0.9133247089262614,0.599320882852292,0.9293628808864266,0.4405778069599474,0.8033845080251222,0.9133247089262613,0.599320882852292,0.9293628808864266,0.44057780695994747,0.6767947126593393,0.446063940610313,0.7400187549730899
80,exploit,0.02,0.0,1.0,773.0,1445.0,0.9133247089262614,0.599320882852292,0.9294117647058823,0.4409061063690085,0.8033845080251222,0.9133247089262613,0.599320882852292,0.9294117647058824,0.4409061063690085,0.6767947126593393,0.4461953404782721,0.7400187549730899
81,exploit,0.1733333333333333,2.0,11.0,775.0,1456.0,0.9135483870967742,0.601018675721562,0.9299450549450551,0.4445173998686802,0.8053035589672016,0.9135483870967742,0.601018675721562,0.929945054945055,0.4445173998686802,0.6793342536608177,0.44997114086523804,0.7423758013021619
82,exploit,0.05714285714285713,1.0,1.0,776.0,1457.0,0.913659793814433,0.6018675721561969,0.9299931365820179,0.4448456992777413,0.8058269364968598,0.913659793814433,0.6018675721561969,0.9299931365820179,0.4448456992777413,0.6806288344921341,0.4503256610664798,0.7435913062079218
83,exploit,0.007352941176470562,0.0,1.0,776.0,1458.0,0.913659793814433,0.6018675721561969,0.9300411522633745,0.44517399868680235,0.8058269364968598,0.913659793814433,0.6018675721561969,0.9300411522633745,0.44517399868680235,0.6806288344921341,0.4506798760415474,0.7435913062079218
84,exploit,0.1538461538461538,5.0,12.0,781.0,1470.0,0.9142125480153649,0.6061120543293718,0.9306122448979592,0.4491135915955351,0.8073970690858339,0.9142125480153649,0.6061120543293718,0.9306122448979591,0.44911359159553516,0.6839934115611674,0.45475998692411196,0.7460995175113182
85,exploit,0.0,0.0,0.0,781.0,1470.0,0.9142125480153649,0.6061120543293718,0.9306122448979592,0.4491135915955351,0.8073970690858339,0.9142125480153649,0.6061120543293718,0.9306122448979591,0.44911359159553516,0.6839934115611674,0.45475998692411196,0.7460995175113182
86,exploit,0.3451327433628318,10.0,29.0,791.0,1499.0,0.9152970922882427,0.6146010186757216,0.9319546364242829,0.45863427445830596,0.8138520586182834,0.9152970922882427,0.6146010186757216,0.9319546364242829,0.45863427445830596,0.6949840177034645,0.4641472179092079,0.756633840729333
87,exploit,0.1494252873563218,5.0,8.0,796.0,1507.0,0.914572864321608,0.6179966044142614,0.9323158593231586,0.46126066973079444,0.8159455687369156,0.914572864321608,0.6179966044142614,0.9323158593231586,0.4612606697307945,0.6976205782066033,0.46674499787715307,0.7588632873152418
88,exploit,0.24137931034482762,6.0,4.0,802.0,1511.0,0.9139650872817956,0.6222410865874364,0.9324950363997353,0.46257386736703876,0.8182135380321004,0.9139650872817955,0.6222410865874364,0.9324950363997353,0.46257386736703876,0.7024626660070304,0.46802084328497956,0.7624734556278964
89,exploit,0.45652173913043476,5.0,18.0,807.0,1529.0,0.9144981412639405,0.6264855687606112,0.9332897318508828,0.4684832567301379,0.8199581297976273,0.9144981412639405,0.6264855687606112,0.9332897318508829,0.4684832567301379,0.7050873768000427,0.4738303656701146,0.7643756247068823
90,exploit,0.5333333333333333,14.0,33.0,821.0,1562.0,0.9159561510353228,0.6383701188455009,0.9346991037131882,0.479317137229153,0.827983251919051,0.9159561510353228,0.6383701188455009,0.9346991037131882,0.479317137229153,0.7167067581859257,0.4838945883094116,0.7737719734325077
91,exploit,1.0,1.0,0.0,822.0,1562.0,0.9148418491484185,0.6383701188455009,0.9346991037131882,0.479317137229153,0.827983251919051,0.9148418491484185,0.6383701188455009,0.9346991037131882,0.479317137229153,0.7167067581859257,0.4838945883094116,0.7737719734325077
92,exploit,0.1388888888888889,2.0,3.0,824.0,1565.0,0.9150485436893204,0.640067911714771,0.9348242811501596,0.4803020354563362,0.8283321702721564,0.9150485436893204,0.6400679117147708,0.9348242811501597,0.48030203545633615,0.7172074084387688,0.48492579493868,0.774116647639502
93,exploit,0.0,0.0,0.0,824.0,1565.0,0.9150485436893204,0.640067911714771,0.9348242811501596,0.4803020354563362,0.8283321702721564,0.9150485436893204,0.6400679117147708,0.9348242811501597,0.48030203545633615,0.7172074084387688,0.48492579493868,0.774116647639502
94,exploit,0.20408163265306123,2.0,8.0,826.0,1573.0,0.9152542372881356,0.6417657045840407,0.9351557533375715,0.4829284307288247,0.8286810886252617,0.9152542372881356,0.6417657045840407,0.9351557533375715,0.4829284307288247,0.717708058691612,0.48771128900370975,0.7743061765790137
95,exploit,0.07692307692307693,0.0,5.0,826.0,1578.0,0.9152542372881356,0.6417657045840407,0.9347275031685678,0.48424162836506895,0.8286810886252617,0.9152542372881356,0.6417657045840407,0.9347275031685678,0.48424162836506895,0.717708058691612,0.48911227714292577,0.7743061765790137
96,exploit,0.26229508196721313,1.0,15.0,827.0,1593.0,0.9153567110036276,0.6426146010186757,0.9353421217827997,0.4891661195009849,0.8292044661549197,0.9153567110036276,0.6426146010186757,0.9353421217827997,0.4891661195009849,0.7185212450490407,0.49393362978934346,0.7748425508335842
97,exploit,0.11111111111111113,1.0,7.0,828.0,1600.0,0.9142512077294686,0.6426146010186757,0.935625,0.49146421536441237,0.8292044661549197,0.9142512077294686,0.6426146010186757,0.935625,0.49146421536441237,0.7185212450490407,0.49638535903297165,0.7748425508335842
98,exploit,0.34375,5.0,6.0,833.0,1606.0,0.9099639855942379,0.6434634974533107,0.935865504358655,0.4934340118187787,0.8293789253314724,0.9099639855942377,0.6434634974533107,0.935865504358655,0.4934340118187787,0.7187715701754622,0.49849538757467143,0.7750832886757979
99,exploit,0.39285714285714285,11.0,18.0,844.0,1624.0,0.9111374407582938,0.6528013582342954,0.9365763546798029,0.4993434011818778,0.8344382414515004,0.9111374407582938,0.6528013582342954,0.9365763546798029,0.49934340118187787,0.7261072813506275,0.5043189503638159,0.7815342656520852
100,exploit,0.4857142857142857,13.0,26.0,857.0,1650.0,0.912485414235706,0.66383701188455,0.9375757575757576,0.5078791858174655,0.8410676901605023,0.912485414235706,0.6638370118845501,0.9375757575757576,0.5078791858174655,0.7352352611824208,0.5134159112573233,0.7893058148613586
