turn,mode,novelty,nodes_added_to_graph,edges_added_to_graph,total_nodes_in_graph,total_edges_in_graph,native_node_precision,native_node_recall,native_edge_precision,native_edge_recall,native_degree_weighted_node_coverage,evaluation_node_precision,evaluation_node_recall,evaluation_edge_pair_precision,evaluation_edge_pair_recall,evaluation_node_tsc_rank,evaluation_edge_tsc_rank,evaluation_node_autc_rank
86,exploit,0.14492753623188406,3.0,10.0,806.0,1409.0,0.8746898263027295,0.5984719864176571,0.9084457061745919,0.42022324359816154,0.7971039776692254,0.8746898263027295,0.5984719864176571,0.9084457061745919,0.42022324359816154,0.6804903410050314,0.42636098061844196,0.7384695538621034
87,exploit,0.33333333333333326,1.0,19.0,807.0,1428.0,0.8748451053283766,0.599320882852292,0.9096638655462185,0.42646093237032173,0.7974528960223308,0.8748451053283767,0.599320882852292,0.9096638655462185,0.42646093237032173,0.6811280035312118,0.4325796586899862,0.73882480827677
88,explore,0.6229508196721312,28.0,13.0,835.0,1441.0,0.8550898203592814,0.6061120543293718,0.9104788341429563,0.4307288246881156,0.8014654570830426,0.8550898203592814,0.6061120543293718,0.9104788341429563,0.4307288246881156,0.6880193505766349,0.43678521753011473,0.7444000091676094
89,exploit,0.07547169811320754,1.0,3.0,836.0,1444.0,0.8552631578947368,0.6069609507640068,0.9106648199445984,0.43171372291529875,0.8016399162595953,0.8552631578947368,0.6069609507640068,0.9106648199445984,0.43171372291529875,0.6882696757030564,0.4378335168251338,0.7446493994823454
90,exploit,0.3888888888888889,2.0,12.0,838.0,1456.0,0.8556085918854416,0.6086587436332768,0.9114010989010989,0.43565331582403144,0.8039078855547802,0.8556085918854416,0.6086587436332768,0.9114010989010989,0.4356533158240315,0.6905300079096798,0.441809392969236,0.7474649856669092
91,exploit,0.3846153846153847,2.0,14.0,840.0,1470.0,0.8559523809523809,0.6103565365025467,0.9122448979591836,0.4402495075508865,0.8047801814375436,0.8559523809523809,0.6103565365025467,0.9122448979591836,0.44024950755088643,0.691980856793289,0.4465742787734413,0.7484279085392234
92,exploit,0.34375,8.0,15.0,848.0,1485.0,0.8573113207547169,0.6171477079796265,0.9131313131313131,0.44517399868680235,0.8082693649685972,0.8573113207547169,0.6171477079796265,0.9131313131313131,0.44517399868680235,0.6985729986580188,0.4516652987446952,0.7543172344775894
93,exploit,0.39344262295081966,6.0,18.0,854.0,1503.0,0.8571428571428571,0.6213921901528013,0.9141716566866268,0.45108338804990145,0.810188415910677,0.8571428571428571,0.6213921901528013,0.9141716566866267,0.4510833880499015,0.7021982693498345,0.4567946246008014,0.7576244598622961
94,exploit,0.05084745762711863,3.0,0.0,857.0,1503.0,0.855309218203034,0.6222410865874364,0.9141716566866268,0.45108338804990145,0.8103628750872296,0.8553092182030338,0.6222410865874364,0.9141716566866267,0.4510833880499015,0.7024485944762561,0.4567946246008014,0.7576597590372165
95,exploit,0.0,0.0,0.0,857.0,1503.0,0.855309218203034,0.6222410865874364,0.9141716566866268,0.45108338804990145,0.8103628750872296,0.8553092182030338,0.6222410865874364,0.9141716566866267,0.4510833880499015,0.7024485944762561,0.4567946246008014,0.7576597590372165
96,exploit,0.0,0.0,0.0,857.0,1503.0,0.855309218203034,0.6222410865874364,0.9141716566866268,0.45108338804990145,0.8103628750872296,0.8553092182030338,0.6222410865874364,0.9141716566866267,0.4510833880499015,0.7024485944762561,0.4567946246008014,0.7576597590372165
